,accident_id,acc_date,type,operator,registration,total_fatalities,total_occupants,aircraft_damage,phase,nature,depart_airport,destination_airport,location
1086,ACC1186,2000-10-08,Shorts SC.7 Skyvan,Summit Air Charters,C-FSDZ,3,3,Damaged beyond repair,Approach (APR),Cargo,"Kugluktuk Airport, NU (YCO/CYCO), Canada","Yellowknife Airport, NT (YZF/CYZF), Canada","5,5 km (3.4 mls) NE of Port Radium, NT (Canada)"
1089,ACC1189,2000-11-25,Aérospatiale SN-601,Mayoral Executive Jet,EC-DQG,1,2,Destroyed,Approach (APR),Ferry/positioning,"Málaga Airport (AGP/LEMG), Spain","Córdoba Airport (ODB/LEBA), Spain","1,5 km (0.9 mls) NE of Córdoba (Spain)"
1093,ACC1193,2000-12-20,Curtiss C-46,Everts Air Fuel,N1419Z,2,2,Destroyed,En route (ENR),Cargo,"Nondalton Airport, AK (NNL/PANO), United States of America","Kenai Airport, AK (ENA/PAEN), United States of America","69 km (43.1 mls) SW of Kenai, AK (United States of America)"
1094,ACC1194,2000-12-22,Beechcraft B200,Mountain Air Service,N30EM,2,2,Damaged beyond repair,Approach (APR),Private,"Portland Airport, ME (PWM/KPWM), United States of America","Rangeley Municipal Airport, ME, United States of America","13 km (8.1 mls) S of Rangeley Municipal Airport, ME (United States of America)"
1095,ACC1195,2000-12-23,Beechcraft 200,Videovision Broadcast Ltd.,VP-BBK,5,5,Damaged beyond repair,Takeoff (TOF),Domestic Non Scheduled Passenger,"Blackbushe Airport (BBS/EGLK), United Kingdom","Palma de Mallorca Airport (PMI/LEPA), Spain","1,8 km (1.1 mls) NE of Blackbushe Airport (BBS) (United Kingdom)"
1096,ACC1196,2001-01-06,Britten-Norman BN-2,Guyana Defence Force,8R-GFN,3,3,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Kato Airport (KTO/SYKT), Guyana","Mahdia Airport (MHA/SYMD), Guyana",9 km (5.6 mls) from Mahdia (Guyana)
1098,ACC1198,2001-01-23,Douglas DC-3,Majestic Air Cargo,N19454,2,2,Destroyed,En route (ENR),Cargo,"Unalaska Airport, AK (DUT/PADU), United States of America","Anchorage International Airport, AK (ANC/PANC), United States of America","Eider Point, AK (United States of America)"
1099,ACC1199,2001-01-25,Douglas DC-3,Rutaca,YV-224C,24,24,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Ciudad Bolívar Airport (CBL/SVCB), Venezuela","Porlamar Airport (PMV/SVMG), Venezuela",Ciudad Bolívar (Venezuela)
1102,ACC1202,2001-01-31,Sud Aviation SE-210,Líneas Aéreas Suramericanas,HK-3932X,3,6,Destroyed,Approach (APR),Cargo,"El Yopal Airport (EYP/SKYP), Colombia","Mitú Airport (MVP/SKMU), Colombia","7,8 km (4.9 mls) from El Yopal Airport (EYP) (Colombia)"
1107,ACC1207,2001-03-29,Gulfstream American G-1159,Avjet Corp,N303GA,18,18,Destroyed,Approach (APR),Domestic Non Scheduled Passenger,"Los Angeles International Airport, CA (LAX/KLAX), United States of America","Aspen Airport, CO (ASE/KASE), United States of America","0,7 km (0.4 mls) N of Aspen Airport, CO (ASE) (United States of America)"
1113,ACC1213,2001-04-28,Cessna 208,Les Grands Jorasses,LV-WSC,10,10,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"San Fernando Airport, BA (SADF), Argentina","Trelew Airport, CB (REL/SAVT), Argentina","12 km (7.5 mls) from Roque Pérez, BA (Argentina)"
1114,ACC1214,2001-04-29,Cessna 208,A. McVinish,VH-MMV,1,12,Damaged beyond repair,Maneuvering (MNV),Parachuting,"Ballieston East, VIC, Australia","Ballieston East, VIC, Australia","4 km (2.5 mls) NW of Nagambie, VIC (Australia)"
1119,ACC1219,2001-07-14,Ilyushin IL-76,Russ Air Transport Company,RA-76588,10,10,Damaged beyond repair,Initial climb (ICL),Cargo,"Chkalovsky Airport (CKL/UUMU), Russia","Noril'sk Airport (NSK/UOOO), Russia","1,5 km (0.9 mls) from Chkalovsky Airport (CKL) (Russia)"
1122,ACC1222,2001-08-05,Dassault Falcon 20,Naske Air,D-CBNA,3,3,Damaged beyond repair,Approach (APR),Cargo,"Keflavík International Airport (KEF/BIKF), Iceland","Narsarsuaq Airport (UAK/BGBW), Greenland",8 km (5 mls) SW of Narsarsuaq (Greenland)
1123,ACC1223,2001-08-23,Antonov AN-28,Victoria Air,3C-LLA,4,11,Damaged beyond repair,En route (ENR),Passenger,"Kama, Congo (Democratic Republic)","Kampene Airport (FZOE), Congo (Democratic Republic)",Mugogo (Congo (Democratic Republic))
1125,ACC1225,2001-08-29,CASA CN-235,Binter Méditerraneo,EC-FBC,4,47,Damaged beyond repair,Approach (APR),Domestic Scheduled Passenger,"Melilla Airport (MLN/GEML), Spain","Málaga Airport (AGP/LEMG), Spain","0,3 km (0.2 mls) from Málaga Airport (AGP) (Spain)"
1126,ACC1226,2001-09-11,Boeing 757,United Airlines,N591UA,44,44,Destroyed,En route (ENR),Domestic Scheduled Passenger,"Newark International Airport, NJ (EWR/KEWR), United States of America","San Francisco International Airport, CA (SFO/KSFO), United States of America","3,8 km (2.4 mls) N of Shanksville, PA (United States of America)"
1127,ACC1227,2001-09-12,Let L-410,Aero Ferinco,XA-ACM,19,19,Destroyed,Initial climb (ICL),Domestic Non Scheduled Passenger,"Chichén Itzá Airport (CZA/MMCT), Mexico","Cozumel Airport (CZM/MMCZ), Mexico",ca 1 km NW of Chichén Itzá Airport (CZA) (Mexico)
1131,ACC1231,2001-10-10,Cessna 208,PenAir - Peninsula Airways,N9530F,10,10,Destroyed,Initial climb (ICL),Domestic Scheduled Passenger,"Dillingham Municipal Airport, AK (DLG/PADL), United States of America","King Salmon Airport, AK (AKN/PAKN), United States of America","Dillingham Municipal Airport, AK (DLG) (United States of America)"
1133,ACC1233,2001-10-11,Swearingen SA226,Perimeter Airlines (Inland),C-GYPA,2,3,Damaged beyond repair,Approach (APR),Ambulance,"Gods Lake Narrows Airport, MB (YGO/CYGO), Canada","Shamattawa Airport, MB (ZTM/CZTM), Canada","1 km (0.6 mls) from Shamattawa Airport, MB (ZTM) (Canada)"
1139,ACC1239,2001-11-22,Learjet 25,Universal Jet Aviation,N5UJ,2,2,Destroyed,Takeoff (TOF),Ferry/positioning,"Pittsburgh International Airport, PA (PIT/KPIT), United States of America","Boca Raton Public Airport, FL (BCT/KBCT), United States of America","Pittsburgh International Airport, PA (PIT) (United States of America)"
1141,ACC1241,2001-12-01,Cessna 208,Air Carriers Inc.,N499BA,2,2,Destroyed,Approach (APR),Cargo,"Little Rock National Airport, AR (LIT/KLIT), United States of America","Bessemer Airport, AL (KEKY), United States of America","0,9 km (0.6 mls) W of Bessemer Airport, AL (United States of America)"
1144,ACC1244,2001-12-10,Beechcraft B200,Royal Flying Doctor Service,VH-FMN,1,2,Destroyed,Approach (APR),Ambulance,"Adelaide Airport, SA (ADL/YPAD), Australia","Mount Gambier Airport, SA (MGB/YMTG), Australia","5,7 km (3.6 mls) N of Mount Gambier Airport, SA (MGB) (Australia)"
1145,ACC1245,2001-12-14,Let L-410,Eagle Air,5X-CNF,6,6,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Bunia Airport (BUX/FZKA), Congo (Democratic Republic)","Beni Airport (BNC/FZNP), Congo (Democratic Republic)",Geti (Congo (Democratic Republic))
1146,ACC1246,2001-12-26,Pilatus Britten-Norman BN-2,BAL Bremerhaven Airline,D-IAAI,8,9,Destroyed,Initial climb (ICL),Domestic Non Scheduled Passenger,"Bremerhaven Airport (BRV/EDWB), Germany","Wangerooge Airfield (AGE/EDWG), Germany",off Bremerhaven Airport (BRV) (Germany)
1147,ACC1247,2002-01-04,Canadair CL-600,Epps Air Service,N90AG,5,5,Damaged beyond repair,Takeoff (TOF),Executive,"Birmingham International Airport (BHX/EGBB), United Kingdom","Bangor International Airport, ME (BGR/KBGR), United States of America",Birmingham International Airport (BHX) (United Kingdom)
1155,ACC1255,2002-03-14,Antonov AN-2,Aerotaxi,CU-T1020,16,16,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Cienfuegos Airport (CFG/MUCF), Cuba","Cayo Coco/Jardines del Rey Airport (CCC/MUCC), Cuba",near Placetas (Cuba)
1163,ACC1263,2002-05-21,Let L-410,Sky Executive Airlines,9Q-CGX,5,5,Destroyed,Approach (APR),Ferry/positioning,"Port Harcourt Airport (PHC/DNPO), Nigeria","Calabar Airport (CBQ/DNCA), Nigeria",22 km (13.8 mls) SSE of Calabar Airport (CBQ) (Nigeria)
1164,ACC1264,2002-05-25,de Havilland Canada DHC-6,Trigana Air Service,PK-YPZ,6,6,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Nabire Airport (NBX/WABI), Indonesia","Enarotali Airport (EWI/WABT), Indonesia",50 km (31.3 mls) from Nabire (Indonesia)
1165,ACC1265,2002-06-01,British Aerospace BAE-748,Airquarius Aviation,ZS-OJU,3,3,Damaged beyond repair,Approach (APR),Cargo,"Bloemfontein International Airport (BFN/FABL), South Africa","George Airport (GRJ/FAGG), South Africa","12,4 km (7.8 mls) NE of George (South Africa)"
1175,ACC1275,2002-07-17,de Havilland Canada DHC-6,Skyline Airways,9N-AGF,4,4,Damaged beyond repair,En route (ENR),Domestic Scheduled Passenger,"Jumla Airport (JUM/VNJL), Nepal","Surkhet Airport (SKH/VNSK), Nepal",10 km (6.3 mls) N of Surkhet Airport (SKH) (Nepal)
1177,ACC1277,2002-08-22,de Havilland Canada DHC-6,Shangri-La Air,9N-AFR,18,18,Damaged beyond repair,Approach (APR),Domestic Scheduled Passenger,"Jomsom Airport (JMO/VNJS), Nepal","Pokhara Airport (PKR/VNPK), Nepal",5 km (3.1 mls) SE of Pokhara (Nepal)
1179,ACC1279,2002-08-29,Antonov AN-28,Vostok Aviakompania,RA-28932,16,16,Damaged beyond repair,Approach (APR),Domestic Scheduled Passenger,"Poliny Osipenko, Russia","Ayan Airport, Russia","4,8 km (3 mls) SW of Ayan (Russia)"
1180,ACC1280,2002-09-02,Cessna 650,CAAC,B-7023,3,3,Damaged beyond repair,En route (ENR),Survey/research,"Xichang Airport (XIC/ZUXC), China","Xichang Airport (XIC/ZUXC), China",15 km (9.4 mls) from Xichang (China)
1181,ACC1281,2002-09-28,de Havilland Canada DHC-3,Deraps Aviation,C-FLGA,3,4,Damaged beyond repair,Approach (APR),Domestic Non Scheduled Passenger,"Lake de l'Avion, QC, Canada","Aguanish River, QC, Canada","105 km (65.6 mls) N of Natashquan, QC (Canada)"
1189,ACC1289,2002-12-13,Britten-Norman BN-2,Island Airways Ltd.,P2-CBB,8,8,Damaged beyond repair,En route (ENR),Domestic Scheduled Passenger,"Gohu Airstrip, Papua New Guinea","Madang Airport (MAG/AYMD), Papua New Guinea",near TepTep (Papua New Guinea)
1197,ACC1297,2003-03-01,Let L-410,Borki Air Club,FLARF-01032,11,25,Damaged beyond repair,Maneuvering (MNV),Parachuting,"Borki Airport, Russia","Borki Airport, Russia",2 km (1.3 mls) from Borki (Russia)
1200,ACC1300,2003-03-25,Cessna 208,One Leasing,N5512B,3,3,Damaged beyond repair,Maneuvering (MNV),Survey/research,"Larandia Air Base, Colombia","Larandia Air Base, Colombia",near El Paujil (Colombia)
1201,ACC1301,2003-03-27,de Havilland Canada DHC-6,Air Regional,PK-WAY,4,16,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Mulia Airport (LII/WABQ), Indonesia","Wamena Airport (WMX/WAJW), Indonesia",near Mulia (Indonesia)
1203,ACC1303,2003-04-14,Grumman HU-16,Robert F. Carlson,N7026Y,3,3,Destroyed,Approach (APR),Private,"Tulum Airport (TUY), Mexico","Chetumal Airport (CTM/MMCM), Mexico","6,5 km (4.1 mls) W of Chetumal Airport (CTM) (Mexico)"
1206,ACC1306,2003-04-26,Sino Swearingen SJ30,Sino Swearingen,N138BF,1,1,Destroyed,Maneuvering (MNV),Test,"San Antonio International Airport, TX (SAT/KSAT), United States of America","San Antonio International Airport, TX (SAT/KSAT), United States of America","16 km (10 mls) N of Loma Alta, TX (United States of America)"
1215,ACC1315,2003-07-16,Lockheed L-188,Air Spray (1967),C-GFQA,2,2,Destroyed,Maneuvering (MNV),Fire fighting,"Cranbrook Airport, BC (YXC/CYXC), Canada","Cranbrook Airport, BC (YXC/CYXC), Canada","4,6 km (2.9 mls) S of Cranbrook, BC (Canada)"
1217,ACC1317,2003-07-23,Cessna 551,Água Limpa Transportes Ltda,PT-LME,1,3,Damaged beyond repair,Approach (APR),Executive,"Lins Airport, SP (LIP/SBLN), Brazil","Sorocaba Airport, SP (SOD/SDCO), Brazil","Sorocaba, SP (Brazil)"
1221,ACC1321,2003-09-11,Cessna 208,Wasaya Airways,C-FKAB,8,8,Damaged beyond repair,Approach (APR),Domestic Scheduled Passenger,"Pickle Lake Airport, ON (YPL/CYPL), Canada","Summer Beaver Airport, ON (SUR), Canada","10 km (6.3 mls) NW of Summer Beaver, ON (Canada)"
1222,ACC1322,2003-09-12,Beechcraft B200,Willis Lease Finance Corporation,N600BV,10,10,Damaged beyond repair,En route (ENR),Private,"Funchal Airport (FNC/LPFU), Portugal","Málaga Airport (AGP/LEMG), Spain","ca 1,5 km N off Caniçal, Madeira Island (Portugal)"
1223,ACC1323,2003-09-19,Learjet 25,Ameristar Jet Charter,N666TW,1,2,Destroyed,Landing (LDG),Cargo,"El Paso International Airport, TX (ELP/KELP), United States of America","Del Rio International Airport, TX (DRT/KDRT), United States of America","Del Rio International Airport, TX (DRT) (United States of America)"
1225,ACC1325,2003-10-03,Lockheed SP-2,Minden Air Corporation,N299MA,2,2,Damaged beyond repair,Maneuvering (MNV),Ferry/positioning,"Prescott Airport, AZ (PRC/KPRC), United States of America","San Bernardino International Airport, CA (SBD/KSBD), United States of America","East Highlands, CA (United States of America)"
1226,ACC1326,2003-10-03,Convair CV-580,Air Freight NZ,ZK-KFU,2,2,Destroyed,En route (ENR),Cargo,"Christchurch International Airport (CHC/NZCH), New Zealand","Palmerston North Airport (PMR/NZPM), New Zealand",10 km (6.3 mls) N off Paraparaumu (New Zealand)
1232,ACC1332,2003-12-12,IRMA/Britten-Norman BN-2,Chemtrad Aviation,RP-C868,3,3,Damaged beyond repair,Approach (APR),Domestic Non Scheduled Passenger,"Maconacon Airport, Philippines","Tuguegarao Airport (TUG/RPUT), Philippines","Barangay Dinapnat, Divilacan town, Isabela (Philippines)"
1233,ACC1333,2003-12-18,McDonnell Douglas DC-9,Líneas Aéreas Suramericanas,HK-4246X,3,3,Destroyed,En route (ENR),Cargo,"El Yopal Airport (EYP/SKYP), Colombia","Mitú Airport (MVP/SKMU), Colombia",135 km (84.4 mls) NE of Mitú (Colombia)
1236,ACC1336,2003-12-25,Boeing 727,Union des Transports Africains de Guinée,3X-GDO,141,163,Destroyed,Takeoff (TOF),International Scheduled Passenger,"Cotonou Airport (COO/DBBB), Benin","Kufrah Airport (AKF/HLKF), Libya",Cotonou Airport (COO) (Benin)
