,acc. date,type,operator,fat.,location,dmg
3901,30 Jul 1987,Boeing C-97G Stratofreighter,Belize Air International,5+44,Mexico City,w/o
3902,31 Jul 1987,Antonov An-2TP,"Aeroflot, Yakutsk Civil Aviation Directorate",0,"Innyaly, Lensky District",w/o
3903,31 Jul 1987,Learjet 23,DHL Airways,2,near Guatemala City-La Aurora Airport (GUA),dst
3904,31 Jul 1987,Fokker 100,Fokker,0,Amsterdam-Schiphol Airport (AMS),sub
3905,4 Aug 1987,Boeing 737-2A1,LAN Chile,1,Calama-El Loa Airport (CJC),w/o
3906,4 Aug 1987,Antonov An-2,Unknown,n/a,within Khövsgöl Province,w/o
3907,8 Aug 1987,Ilyushin Il-76M,Libyan Arab Repubic Air Force,n/a,Sebha Airport (SEB),w/o
3908,13 Aug 1987,Antonov An-12BP,Soviet Air Force,0,over Gardez,sub
3909,13 Aug 1987,Antonov An-26,Democratic Republic of Afghanistan Air Force - DRAAF,12,unknown,w/o
3910,14 Aug 1987,Antonov An-28,"Aeroflot, Komi Civil Aviation Directorate",0,Ust-Nem,w/o
3911,15 Aug 1987,Douglas C-47B-30-DK (DC-3),Sunbird Aviation,0,Kilaguni,w/o
3912,16 Aug 1987,McDonnell Douglas DC-9-82 (MD-82),Northwest Airlines,154+2,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",dst
3913,20 Aug 1987,McDonnell Douglas DC-8-63F,Rosenbalm Aviation,0,"Newburgh-Stewart Airport, NY (SWF)",sub
3914,20 Aug 1987,McDonnell Douglas DC-9-31,Airborne Express,0,"Newburgh-Stewart Airport, NY (SWF)",sub
3915,21 Aug 1987,IRMA/Pilatus Britten-Norman BN-2B-27 Islander,Air Furness,0,"Ainsdale Sands, Merseyside",w/o
3916,22 Aug 1987,Antonov An-2R,"Aeroflot, West Siberia Civil Aviation Directorate",0,near Novosibirsk,w/o
3917,22 Aug 1987,Boeing 767-231ER,Trans World Airlines - TWA,0,"Belleville-Scott AFB, IL (BLV)",sub
3918,23 Aug 1987,Boeing B-17G Flying Fortress,The Collings Foundation,0,"Beaver Falls, PA",sub
3919,28 Aug 1987,Antonov An-2R,Aeroflot / Ukraine,0,near Alisovo (Bliznezi),sub
3920,31 Aug 1987,Boeing 737-2P5,Thai Airways,83,15 km E off Phuket International Airport (HKT),dst
3921,1 Sep 1987,Antonov An-26,Democratic Republic of Afghanistan Air Force - DRAAF,6,near Khost,w/o
3922,4 Sep 1987,Cessna 208 Caravan I,Martinaire,0,"Bulverde, TX",w/o
3923,7 Sep 1987,Antonov An-12TB,"Aeroflot, Magadan Civil Aviation Directorate",n/a,Omsk,w/o
3924,8 Sep 1987,Airbus A310-222,Nigeria Airways,0,Port Harcourt Airport (PHC),sub
3925,8 Sep 1987,Ilyushin Il-62 ?,LOT Polskie Linie Lotnicze,0,unknown,non
3926,8 Sep 1987,Hawker Siddeley VU-93 (HS-125-403B),Força Aérea Brasileira - FAB,9,"near Carajás Airport, PA (CKS)",w/o
3927,9 Sep 1987,Antonov An-2R,Zakladu Uslug Agrolotniczych - ZUA,n/a,Melka Shedi,w/o
3928,10 Sep 1987,Lockheed SP-2E Neptune,Black Hills Aviation,2,"White Sands Missile Base, NM",w/o
3929,12 Sep 1987,Beechcraft 200 Super King Air,National Airways (UK),1,"Rayleigh, Essex",dst
3930,13 Sep 1987,Antonov An-26,Soviet Air Force,15,Kunduz,w/o
3931,16 Sep 1987,Fairchild C-119G Flying Boxcar,Hawkins & Powers Aviation,3,"Castle Crags State Park, CA",dst
3932,17 Sep 1987,McDonnell Douglas KC-10A Extender,United States Air Force - USAF,1,"Shreveport-Barksdale AFB, LA (BAD)",w/o
3933,18 Sep 1987,Britten-Norman BN-2A-6 Islander,Borealis Exploration,0,"Caribou Horn Lake, NT",w/o
3934,20 Sep 1987,Douglas C-47 Dakota IV,South African Air Force - SAAF,0,near Bloemfontein,w/o
3935,21 Sep 1987,Airbus A300B4-203,EgyptAir,5,Luxor Airport (LXR),w/o
3936,24 Sep 1987,Fairchild SA227-AC Metro III,Horizon Air,0,"Twin Falls City County Airport, ID (TWF)",dst
3937,24 Sep 1987,Let L-410MU,"Aeroflot, Yakutsk Civil Aviation Directorate",0,Yakutsk Airport (YKS),sub
3938,25 Sep 1987,Douglas C-47A-75-DL (DC-3),Türk Hava Kuvvetleri (Turkish Air Force),n/a,Ankara-Etimesgut Airport (ANK),w/o
3939,30 Sep 1987,Beechcraft A100 King Air,Avantair,0,"Gold Beach Municipal Airport, OR",dst
3940,30 Sep 1987,Dassault Falcon 20DC,Air Truck / DHL,0,Las Palmas-Airport De Gran Canaria (LPA),w/o
3941,8 Oct 1987,Volpar Turboliner II,Connie Kalitta Services,1,"Memphis International Airport, TN (MEM)",w/o
3942,11 Oct 1987,Fokker F-27 Friendship 500,Burma Airways,49,25 km S of Pa-An,w/o
3943,11 Oct 1987,de Havilland Canada DHC-6 Twin Otter 310,Aeroejecutivos Colombia,2,El Poleo,w/o
3944,11 Oct 1987,Dassault Falcon 20D,Drenair,0,"70 km SW off Keflavik, Iceland",w/o
3945,14 Oct 1987,Lockheed L-100-30 Hercules,Zimex Aviation,6+2,40 km W of Kuito,w/o
3946,15 Oct 1987,Dassault Falcon 10,Falcon Jet Corp,3,"Rancho Murieta, CA",dst
3947,15 Oct 1987,ATR 42-312,Aero Trasporti Italiani - ATI,37,Conca di Crezzo,dst
3948,18 Oct 1987,Let L-410UVP,"Aeroflot, Privolzhsk Civil Aviation Directorate",0,Saratov Airport (RTW),w/o
3949,19 Oct 1987,Beechcraft B200 Super King Air,Artix,1,"3,4 km NNW of Leeds/Bradford Airport (LBA)",w/o
3950,19 Oct 1987,Antonov An-12BK,MAP Kom na Amu APO,9,Komsomol'sk-na-Amure Airport (KXK),w/o
3951,21 Oct 1987,Antonov An-12BK,Soviet Air Force,18,Kabul Airport (KBL),w/o
3952,22 Oct 1987,Antonov An-26,Soviet Air Force,8,near Jalalabad Airport (JAA),w/o
3953,23 Oct 1987,Cessna 208A Cargomaster,Federal Express,1,"near Fairfield, CA",dst
3954,26 Oct 1987,Beechcraft 300 Super King Air,Unknown,0,Ciudad Mante,non
3955,28 Oct 1987,Convair CV-640,SMB Stage Line,0,"near Bartlesville, OK",dst
3956,31 Oct 1987,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,Onyx Aviation,2,"Desert Center, CA",dst
3957,1 Jan 1970,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,Live Air/Service Protection des Vegetaux du Mali,n/a,unknown,w/o
3958,1 Nov 1987,Boeing 737-2A8,Indian Airlines,0,Bangalore-Hindustan Airport (BLR),sub
3959,6 Nov 1987,Shorts SC.7 Skyvan 3-100,Air Malawi,10,near Ulongwe,w/o
3960,6 Nov 1987,Boeing 767,Air Canada,0,"San Francisco International Airport, CA (SFO)",non
3961,10 Nov 1987,de Havilland Canada DHC-4A Caribou,Kenn Borek Air,2,"near Ross River Airport,YT (XRR)",w/o
3962,15 Nov 1987,Douglas DC-9-14,Continental Air Lines,28,"Denver-Stapleton International Airport, CO (DEN)",dst
3963,16 Nov 1987,Beechcraft 200 Super King Air,Danpar Aviation,8,"Jefferson, WI",dst
3964,16 Nov 1987,Lockheed C-130A Hercules,Force Aérienne Tchadienne,n/a,unknown,w/o
3965,18 Nov 1987,Douglas C-47B-15-DK (DC-3),Papua New Guinea Defence Force,0,Lae-Nadzab Airport (LAE),w/o
3966,19 Nov 1987,Volpar Turboliner,Connie Kalitta Services,0,"Saint Clair Shores, MI",w/o
3967,19 Nov 1987,Cessna 500 Citation I,Air Carelia,0,Tuusula,w/o
3968,21 Nov 1987,Douglas C-47B-20-DK (DC-3),Transporte Aéreo Militar - TAM Paraguay,0,Mayor Pablo Lagerenza,w/o
3969,22 Nov 1987,Swearingen SA226-TC Metro II,Compagnie Aérienne du Languedoc,0,Le Puy,w/o
3970,23 Nov 1987,Beechcraft 1900C,Ryan Air Service,18,"Homer Airport, AK (HOM)",dst
3971,27 Nov 1987,Cessna 208 Caravan I,Skyferry,2,off Haumuri Bluffs,w/o
3972,28 Nov 1987,Boeing 747-244B,South African Airways - SAA,159,250 km NE off Mauritius,dst
3973,29 Nov 1987,Boeing 707-3B5C,Korean Air,115,"100 km NW off Tavoy, Myanmar [Andaman Sea]",dst
3974,1 Jan 1970,Antonov An-2R,Privredna Avijacija Osijek,n/a,near Djakovo,w/o
3975,1 Dec 1987,Lockheed C-130H Hercules,Heyl Ha'Avir (Israeli Air Force),0,Hayoun,w/o
3976,4 Dec 1987,Britten-Norman BN-2A-6 Islander,Wilderness Airline,4,"near Mount Waddington, BC",mis
3977,5 Dec 1987,Boeing 737-2B7,USAir,0,"Deptford, NJ",sub
3978,5 Dec 1987,Hawker Siddeley HS-125-400A,Scott Cable Communications,2,"Lexington-Blue Grass Airport, KY (LEX)",dst
3979,7 Dec 1987,Howard 250 Tri-Gear,Nicole Corp.,0,"Dallas-Redbird Airport, TX (RBD)",w/o
3980,7 Dec 1987,Hawker Siddeley HS-748-243 Srs. 2A,Bangkok Airways,0,Udon Thani Airport (UTH),w/o
3981,7 Dec 1987,British Aerospace BAe-146-200,Pacific Southwest Airlines - PSA,43,"ca 19 km SW of Paso Robles, CA",dst
3982,8 Dec 1987,Britten-Norman BN-2A-2 Islander,Talair,1,near Kanabea,w/o
3983,8 Dec 1987,Fokker F-27 Friendship 400M,Servicio Aeronaval de la Marina Peru,42,11 km NW off Lima-Jorge Chavez International Airport (LIM),w/o
3984,8 Dec 1987,Douglas DC-3-313,Trans Aéreos San Miguel - TASMI,0,San Ignacio de Moxos Airport (SNM),w/o
3985,9 Dec 1987,IRMA/Pilatus Britten-Norman BN-2A-21 Islander,Indian Air Force - IAF,0,off Cochin NAS (COK),w/o
3986,9 Dec 1987,Lockheed LC-130R Hercules,United States Navy,2,D-59 Station,dst
3987,13 Dec 1987,Shorts 360-300,Philippine Air Lines,15,16 km SW of Iligan Airport (IGN),w/o
3988,14 Dec 1987,Lockheed C-130H Hercules,Força Aérea Brasileira - FAB,29,"ca 16 km off Fernando de Noronha, FN",w/o
3989,14 Dec 1987,British Aerospace 3101 Jetstream 31,Northwest Airlink,0,"Joplin Airport, MO (JLN)",dst
3990,14 Dec 1987,Antonov An-32,Força Aérea Popular de Angola,n/a,unknown,w/o
3991,15 Dec 1987,Antonov An-2R,"Aeroflot, North Kavkaz Civil Aviation Directorate",n/a,Pyatigorsk,w/o
3992,17 Dec 1987,Swearingen SA226-TC Metro II,AVAir,0,"Washington-Dulles International Airport, DC (IAD)",sub
3993,21 Dec 1987,Antonov An-26RT,Soviet Air Force,1,near Kabul Airport (KBL),w/o
3994,21 Dec 1987,Douglas DC-6BF,Aeronica - Aerolineas Nicaraguenses,0,Boca San Carlos,w/o
3995,21 Dec 1987,Embraer EMB-120RT Brasilia,Air France,16,"5,1 km NE of Bordeaux-Mérignac Airport (BOD)",dst
3996,23 Dec 1987,Boeing 737-306,KLM Royal Dutch Airlines,0,Roma-Fiumicino Airport (FCO),non
3997,25 Dec 1987,unknown,Iran Air,0,Mashhad Airport (MHD),non
3998,27 Dec 1987,McDonnell Douglas DC-9-31,Eastern Air Lines,0,"Pensacola Regional Airport, FL (PNS)",sub
3999,28 Dec 1987,Douglas C-47B-15-DK (DC-3),Ethiopian Airlines,0,2 km N of Goba Airport (GOB),sub
4000,30 Dec 1987,de Havilland Canada DHC-6 Twin Otter 300,Merpati Nusantara Airlines,17,near Samarinda,w/o
4001,1 Jan 1970,IRMA/Britten-Norman BN-2A-20 Islander,Co-Air,n/a,unknown,w/o
4002,1 Jan 1970,Douglas DC-3C,Robert M. Ferguson,n/a,Dahra-Warehouse 32 Airport,w/o
4003,1 Jan 1970,Britten-Norman BN-2A-8 Islander,VOTEC Servicios Aéreos Regionais,n/a,unknown,w/o
4004,1 Jan 1970,IRMA/Pilatus Britten-Norman BN-2B-26 Islander,Aero Taxco,n/a,unknown,w/o
4005,2 Jan 1988,Boeing 737-230 Advanced,Condor Flugdienst,16,near Seferihisar,w/o
4006,4 Jan 1988,McDonnell Douglas DC-9,Aeroméxico,0,Monterrey,non
4007,5 Jan 1988,unknown,Iran Air,0,Tehran-Mehrabad Airport (THR),unk
4008,8 Jan 1988,Learjet 36A,Phoenix Air,2,"16 km SW of Monroe Municipal Airport, LA (MLU)",dst
4009,8 Jan 1988,Yakovlev Yak-40K,TAAG Angola Airlines,0,Luanda Airport (LAD),w/o
4010,10 Jan 1988,NAMC YS-11-109,TOA Domestic Airlines,0,Yonago-Miho Airport (YGJ),w/o
4011,11 Jan 1988,Vickers 806 Viscount,British Air Ferries - BAF,0,Southend Municipal Airport (SEN),w/o
4012,11 Jan 1988,Shorts 330-200,Fairflight,0,Southend Municipal Airport (SEN),w/o
4013,12 Jan 1988,Swearingen SA226-AT Merlin IV,Air Toronto,0,"Hamilton Airport, ON (YHM)",w/o
4014,15 Jan 1988,Dassault Falcon 20F,Segas International Ltd,0,Lugano Airport (LUG),w/o
4015,17 Jan 1988,Boeing 737-2T2,Delta Air Lines,0,"Vancouver International Airport, BC (YVR)",sub
4016,18 Jan 1988,Tupolev Tu-154B-1,Aeroflot / Turkmenistan,11,Krasnovodsk Airport (KRW),w/o
4017,18 Jan 1988,Curtiss C-46A-55-CK Commando,Empresa Transportes Aéreos - ETA,9,100 km NE of La Paz,w/o
4018,18 Jan 1988,Ilyushin Il-18D,China Southwest Airlines,108,"5,7 km NW of Chongqing Baishiyi Airport",dst
4019,18 Jan 1988,Hawker Siddeley HS-125-600B,Aero Astra,1,"Houston-William P. Hobby Airport, TX (HOU)",dst
4020,19 Jan 1988,Swearingen SA227-AC Metro III,Trans-Colorado Airlines,8,"8 km NE of Durango-La Plata Airport, CO (DRO)",dst
4021,19 Jan 1988,Pilatus Britten-Norman BN-2A-26 Islander,Taiwan Airlines,10,near Green Island Airport (GNI),w/o
4022,19 Jan 1988,de Havilland Canada DHC-6 Twin Otter 200,Mountain Air Cargo,0,"1,6 km S of Charlotte-Douglas Airport, NC (CLT)",sub
4023,23 Jan 1988,Douglas DC-6,Nicaraguan Contras,9,40 km E of San Carlos,dst
4024,24 Jan 1988,Yakovlev Yak-40,"Aeroflot, Privolzhsk Civil Aviation Directorate",27,near Nizhnevartovsk Airport (NJC),w/o
4025,29 Jan 1988,Vickers 953C Vanguard,Inter Cargo Service,0,Toulouse-Blagnac Airport (TLS),w/o
4026,30 Jan 1988,CASA C-212 Aviocar 200,Fuerza Aérea Panameña - FAP,16,within Darién Province,w/o
4027,1 Feb 1988,Swearingen SA226-TC Metro II,Air Vendée,0,Rouen,w/o
4028,2 Feb 1988,Convair CV-580,Aspen Airways,0,"Durango-La Plata Airport, CO (DRO)",sub
4029,6 Feb 1988,Lockheed P-3C Orion,United States Navy,0,"Jacksonville NAS, FL (NIP)",sub
4030,8 Feb 1988,Antonov An-32,Indian Air Force - IAF,n/a,"Tuting, Arunachal Pradesh",w/o
4031,8 Feb 1988,Swearingen SA227-AC Metro III,Nürnberger Flugdienst - NFD,21,2 km N of Kettwig,dst
4032,8 Feb 1988,Boeing 707-349C,TAAG Angola Airlines,0,Luanda-4 de Fevereiro Airport (LAD),w/o
4033,8 Feb 1988,Douglas AC-47,Royal Thai Air Force - RTAF,n/a,Bangkok International Airport (BKK),w/o
4034,9 Feb 1988,British Aerospace 3102 Jetstream 31,Piedmont Commuter,3,"Springfield Airport, OH (SGH)",dst
4035,11 Feb 1988,Dassault Falcon 20D,Nevada Flyco,0,"Wheeling-Ohio County Airport, WV (HLG)",w/o
4036,11 Feb 1988,Swearingen SA226-TC Metro II,Air Niagara,2,"Lake Ontario, ON",w/o
4037,13 Feb 1988,Boeing 737-2R8C,Air Tanzania,0,Dar es Salaam International Airport (DAR),non
4038,17 Feb 1988,Tupolev Tu-134A,Hâng Không Viêtnam,0,Hanoi-Noibai Airport (HAN),w/o
4039,19 Feb 1988,Fairchild SA227-AC Metro III,American Eagle,12,"1,5 km W of Raleigh/Durham Airport, NC (RDU)",dst
4040,19 Feb 1988,CASA C-212 Aviocar 200,Armada de Mexico - Fuerza Aeronaval,6,near Campeche,w/o
4041,22 Feb 1988,Boeing 737,China Airlines,0,Kaohsiung International Airport (KHH),non
4042,24 Feb 1988,Learjet 24F,Transamérica Táxi Aéreo,2,"2 km from Macaé Airport, RJ (MEA)",w/o
4043,25 Feb 1988,Beechcraft 99A Airliner,Touraine Air Transport - TAT,0,Dinard-Pleurtuit Airport (DNR) ?,w/o
4044,26 Feb 1988,Antonov An-2R,"Aeroflot, Yakutsk Civil Aviation Directorate",n/a,Saskylakh,w/o
4045,27 Feb 1988,Boeing 727-2H9,Talia Airways,15,near Girne Arap,w/o
4046,27 Feb 1988,Tupolev Tu-134AK,Aeroflot / Belarus,20,Surgut Airport (SGC),w/o
4047,1 Mar 1988,Beechcraft 200 Super King Air,Norfolk Pacific Aviation,0,unknown,w/o
4048,1 Mar 1988,Embraer EMB-110P1 Bandeirante,Comair,17,"Germiston, c. 13 km SW of Johannesburg International Airport (JNB'",dst
4049,4 Mar 1988,Fairchild FH-227B,Transport Aérien Transrégional - TAT,23,"1,6 km E of Machault",dst
4050,8 Mar 1988,Antonov An-12B,Indian Air Force - IAF,9+8,near Charbatia Air Base,dst
4051,8 Mar 1988,Tupolev Tu-154B-2,"Aeroflot, East Siberia Civil Aviation Directorate",9,Veshchevo Air Force Base,w/o
4052,12 Mar 1988,Airbus A300B4-203,Pakistan International Airlines - PIA,0,Quetta Airport (UET),non
4053,17 Mar 1988,Boeing 727-21,Avianca,143,25 km NW of Cúcuta-Camilo Daza Airport (CUC),dst
4054,25 Mar 1988,British Aerospace 3101 Jetstream 31,American Eagle,0,"near Decatur, TX",sub
4055,31 Mar 1988,Douglas DC-8-55F,Arax Airlines,4,Cairo International Airport (CAI),w/o
4056,5 Apr 1988,Boeing 747-269B,Kuwait Airways,2,Algiers-Houari Boumediene Airport (ALG),unk
4057,10 Apr 1988,Antonov An-26,Democratic Republic of Afghanistan Air Force - DRAAF,29,near Maimana,w/o
4058,12 Apr 1988,Douglas DC-3C,United Air,24,near Hennenman,w/o
4059,13 Apr 1988,McDonnell Douglas DC-8-73CF,Gabon Government,0,Frankfurt International Airport (FRA),sub
4060,14 Apr 1988,Fokker F-28 Fellowship 4000,Piedmont Airlines,0,"Charleston, WV",sub
4061,15 Apr 1988,de Havilland Canada DHC-8-102,Horizon Air,0,"Seattle/Tacoma International Airport, WA (SEA)",dst
4062,19 Apr 1988,Let L-410UVP,"Aeroflot, East Siberia Civil Aviation Directorate",17,74 km NE of Bagdarin,dst
4063,20 Apr 1988,Antonov An-26RT,Soviet Air Force,6,Kudinovo,dst
4064,21 Apr 1988,Douglas C-47A-DL (DC-3),Flying Enterprises Inc.,2,Quelimane Airport (UEL),w/o
4065,27 Apr 1988,Antonov An-26,Fuerza Aérea Revolucionaria,29,near Techamutete,w/o
4066,28 Apr 1988,Boeing 737-297,Aloha Airlines,1,"near Maui, HI",sub
4067,2 May 1988,Douglas C-47A-DL (DC-3),Ethiopian Airlines,0,Axum Airport (AXU),w/o
4068,5 May 1988,Antonov An-26,Soviet Air Force,0,Nagurskoye Air Base,w/o
4069,6 May 1988,de Havilland Canada DHC-7-102,Widerøes Flyveselskap,36,8 km SW of Brønnøysund Airport (BNN),dst
4070,9 May 1988,Boeing 747-136,British Airways,0,"near Chicago-O'Hare International Airport, IL (ORD)",sub
4071,12 May 1988,Boeing 737-247,Xiamen Airlines,0,Taichung-Ching Chuan Kang Air Base (RMQ),non
4072,16 May 1988,Dornier Do 28D-1 Skyservant,Avex,n/a,Mossel Bay,w/o
4073,19 May 1988,Antonov An-2R,Zakladu Uslug Agrolotniczych - ZUA,n/a,Krzemlin,w/o
4074,21 May 1988,McDonnell Douglas DC-10-30,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW)",sub
4075,23 May 1988,Boeing 727-59,Avianca,0,Cartagena-Rafael Núñez Airport (CTG),non
4076,23 May 1988,Boeing 727-22,Lineas Aéreas Costarricenses - LACSA,0,San José-Juan Santamaria International Airport (SJO),dst
4077,24 May 1988,Douglas DC-6B,Aeronica - Aerolineas Nicaraguenses,6,Cerro Fábrega,dst
4078,24 May 1988,Learjet 35A,Jetcorp,4,"West Paterson, NJ",dst
4079,24 May 1988,Embraer EMB-110P1 Bandeirante,Delta Connection,0,"Lawton Municipal Airport, OK (LAW)",dst
4080,24 May 1988,Boeing 737-3T0,TACA International Airlines,0,"31 km E of New Orleans International Airport, LA (MSY)",non
4081,26 May 1988,Fokker F-27 Friendship 600,Star Air A/S,2,1 km W of Hannover Airport (HAJ),w/o
4082,30 May 1988,Shijiazhuang Y-5B,CAAC,9,"Changsha, Hunan Province",sub
4083,1 Jan 1970,Grumman G-159 Gulfstream I,Celanese Mexicana,0,within Yucatan,w/o
4084,3 Jun 1988,North American Sabreliner 40,Fuerza Aérea Ecuatoriana,11,near Quito,w/o
4085,5 Jun 1988,Dornier 228-201,Midway Connection,0,"Chicago-Midway Airport, IL (MDW)",sub
4086,8 Jun 1988,IAI Arava 201,Aviación Naval Ecuatoriana - ANE,6,"near San Mateo, Manabí",w/o
4087,8 Jun 1988,Lockheed C-130E Hercules,United States Air Force - USAF,6,"2,4 km from Greenville Airport, MS (GLH)",dst
4088,9 Jun 1988,Antonov An-2R,"Aeroflot, Tyumen Civil Aviation Directorate",2,15 km from Tobolsk,w/o
4089,12 Jun 1988,Antonov An-2TP,Aeroflot / Ukraine,0,near Aleksandriya,w/o
4090,12 Jun 1988,McDonnell Douglas DC-9-81 (MD-81),Austral Lineas Aéreas,22,"3 km S of Posadas Airport, MI (PSS)",dst
4091,16 Jun 1988,Fokker F-27 Friendship 600,Burma Airways,4,"14,5 km NW of Putao Airport (PBU)",w/o
4092,16 Jun 1988,unknown,Democratic Republic of Afghanistan Air Force - DRAAF,35,near Khost,w/o
4093,17 Jun 1988,de Havilland Canada DHC-6 Twin Otter 100,Samoa Aviation,0,Tau Airport (TAV),w/o
4094,17 Jun 1988,ATR 42-200,ATR,0,Toulouse-Blagnac Airport (TLS),w/o
4095,18 Jun 1988,Vickers 828 Viscount,Merpati Nusantara Airlines,0,Medan-Polonia Airport (MES),w/o
4096,19 Jun 1988,Boeing 737-2A8,Indian Airlines,0,Delhi-Indira Gandhi International Airport (DEL),sub
4097,20 Jun 1988,HAL/Dornier 228-201,Vayudoot,0,Guna Airport (GUX),sub
4098,21 Jun 1988,Bristol 170 Freighter 31M,Trans-Provincial Airlines,0,"Bronson Creek Airport, BC (YBM)",w/o
4099,24 Jun 1988,Antonov An-26,Soviet Air Force,5,Kabul Airport (KBL),w/o
4100,26 Jun 1988,Airbus A320-111,Air France,3,Mulhouse-Habsheim Airport,dst
4101,29 Jun 1988,Northrop YC-125A Raider,Darryl G. Greenamyer,0,"Tulsa International Airport, OK (TUL)",w/o
4102,29 Jun 1988,Douglas DC-6BF,Aerolineas El Salvador - AESA,0,San Salvador-Comalapa International Airport (SAL),w/o
4103,1 Jan 1970,Grumman G-159 Gulfstream I,Maraven Oil Company,0,Cabimas-Oro Negro Airport (CBS),w/o
4104,1 Jul 1988,Antonov An-2R,Agrohemizacija,n/a,Cesnikovo,w/o
4105,2 Jul 1988,Transall C-160D,Luftwaffe,0,Eysines,w/o
4106,3 Jul 1988,Airbus A300B2-203,Iran Air,290,4 km SE off Qeshm Island,dst
4107,4 Jul 1988,Vickers 843 Viscount,Bouraq Indonesia Airlines,0,Balikpapan-Sepingan Airport (BPN),w/o
4108,6 Jul 1988,Canadair CL-44J,Líneas Aéreas Suramericanas,3,near Barranquilla-Ernesto Cortissoz International Airport (BAQ),w/o
4109,8 Jul 1988,Embraer VC-97 Brasilia (EMB-120RT),Força Aérea Brasileira - FAB,5,"São José dos Campos Airport, SP (SJK)",w/o
4110,8 Jul 1988,Antonov An-24RV,"Aeroflot, Far East Civil Aviation Directorate",0,Khabarovsk-Novy Airport (KHV),sub
4111,9 Jul 1988,Antonov An-2P,"Aeroflot, Central Region Civil Aviation Directorate",0,unknown,w/o
4112,10 Jul 1988,Fokker F-27 Friendship 200,Kenya Airways,0,Kisumu Airport (KIS),w/o
4113,12 Jul 1988,North American Rockwell CT-39E Sabreliner,United States Navy,0,off Spratly Islands [South China Sea],w/o
4114,14 Jul 1988,de Havilland Canada DHC-6 Twin Otter 300,United States Forest Service,1,"50 km W of John Day, OR",dst
4115,19 Jul 1988,Boeing 737-2A8 Advanced,Indian Airlines,0,Vadodara Airport (BDQ),sub
4116,20 Jul 1988,Douglas C-118A (DC-6),TACA International Airlines,3,"Golden Meadow, LA",dst
4117,20 Jul 1988,de Havilland Canada DHC-6 Twin Otter 200,Fairways Corp.,1,"Washington-Dulles International Airport, DC (IAD)",dst
4118,21 Jul 1988,Boeing 707-328C,Angola Air Charter,6,10 km N of Lagos-Murtala Muhammed International Airport (LOS),w/o
4119,22 Jul 1988,Antonov An-2,Aeroflot,0,unknown,sub
4120,24 Jul 1988,Boeing 747-228B (SCD),Air France,0,Delhi-Indira Gandhi International Airport (DEL),sub
4121,26 Jul 1988,Learjet 35A,Northeast Jet,1,"Morristown Municipal Airport, NJ (MMU)",dst
4122,27 Jul 1988,Swearingen SA227-AC Metro III,PenAir - Peninsula Airways,0,"Anchorage International Airport, AK (ANC)",sub
4123,30 Jul 1988,Learjet 23,Jet Management,2,"near Riverside-March AFB, CA (RIV)",dst
4124,1 Aug 1988,de Havilland Canada DHC-6 Twin Otter 300,ACES - Aerolineas Centrales de Colombia,0,within Colombia,unk
4125,2 Aug 1988,Yakovlev Yak-40,Hemus Air,29,Sofia-Vrazhdebna Airport (SOF),w/o
4126,2 Aug 1988,CASA C-212 Aviocar 200,Geoterrex,3,Reykjavík Domestic Airport (RKV),w/o
4127,7 Aug 1988,British Aerospace BAe-125-800A,Botswana Government,0,near Cutio Bie,sub
4128,12 Aug 1988,Antonov An-2R,Aeroflot / Ukraine,0,unknown,w/o
4129,16 Aug 1988,Antonov An-32,Democratic Republic of Afghanistan Air Force - DRAAF,39,near Kunduz,w/o
4130,17 Aug 1988,Lockheed C-130B Hercules,Pakistan Air Force,30,7 km N of Bahawalpur Airport (BHV),dst
4131,20 Aug 1988,Britten-Norman BN-2A Islander,Polynesian Airlines,0,Asau Airport (AAU),w/o
4132,23 Aug 1988,Douglas DC-4 Swingtail,Kinair Cargo,5,Île M'bamou,w/o
4133,26 Aug 1988,Let L-410MU,"Aeroflot, Yakutsk Civil Aviation Directorate",4,21 km SE of Irkutsk Airport (IKT),w/o
